title,RefinableString01,AssuntoNormativoOWSMTXT,ResponsavelOWSText,listItemId,TipodoNormativoOWSCHCS,NumeroOWSNMBR,RevogadoOWSBOOL,HitHighlightedSummary,CanceladoOWSBOOL,data,RefinableString03,RowNumber
Comunicado N° 41.189,30/1/2024 11:34,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131545,Comunicado,41189,0,Instituição Cooperativa de Economia e Crédito Mútuo dos Bancários do Triângulo Ltda. (CNPJ  Instituição Cooperativa de Economia e Crédito Mútuo dos Funcionários da Cargill (CNPJ  ,0,2024-01-30T14:34:48Z,30/1/2024 11:34,175
Comunicado N° 41.184,29/1/2024 11:37,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131540,Comunicado,41184,0,Instituição Cooperativa de Crédito de Livre Admissão de Vitória da Conquista (CNPJ  Instituição Cooperativa de Crédito de Livre Admissão do Estado de Goiás (CNPJ 04.406.371  ,0,2024-01-29T14:37:11Z,29/1/2024 11:37,176
Resolução CMN N° 5.117,25/1/2024 18:01,"Altera a Resolução nº 4.595, de 28 de agosto de 2017; e as Resoluções CMN ns. 4.860, de 23 de outubro de 2020; 4.879, de 23 de dezembro de 2020; 4.893, de 26 de fevereiro de 2021; 4.949, de 30 de setembro de 2021; 4.968, de 25 de novembro de 2021; e 4.984, de 17 de fevereiro de 2022, para excluir de seus escopos de aplicação as sociedades corretoras de títulos e valores mobiliários, as sociedades distribuidoras de títulos e valores mobiliários e as sociedades corretoras de câmbio autorizadas a funcionar pelo Banco Central do Brasil. ",DINOR,52217,Resolução CMN,5117,0,"Altera a Resolução nº 4.595, de 28 de agosto de 2017; e as Resoluções CMN ns. 4.860, de 23 de outubro de 2020; 4.879, de 23 de dezembro de 2020; 4.893, de 26 de fevereiro de 2021  ",0,2024-01-25T21:01:00Z,25/1/2024 18:01,177
Comunicado N° 41.174,25/1/2024 11:12,"
Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.",DEORF,131530,Comunicado,41174,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão do Estado de Goiás (CNPJ 04.406.371  ,0,2024-01-25T14:12:56Z,25/1/2024 11:12,178
Comunicado N° 41.165,24/1/2024 11:05,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131521,Comunicado,41165,0,Divulga nome aprovado de pessoas eleitas  Instituição Medcred Cooperativa de Crédito (CNPJ 03.575.699  Instituição Central Sicoob Uni de Cooperativas de Crédito (CNPJ 04.243.780  ,0,2024-01-24T14:05:24Z,24/1/2024 11:05,179
Comunicado N° 41.150,19/1/2024 11:08,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131506,Comunicado,41150,0,Instituição Cooperativa de Crédito dos Integrantes do Poder Judiciário e do Ministério  Instituição Cooperativa de Crédito de Produtores Rurais e de Livre Admissão do Triângulo  ,0,2024-01-19T14:08:07Z,19/1/2024 11:08,180
Comunicado N° 41.145,18/1/2024 11:16,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131501,Comunicado,41145,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito de Livre Admissão do Centro-Nordeste Mineiro Ltda  ,0,2024-01-18T14:16:54Z,18/1/2024 11:16,181
Comunicado N° 41.135,16/1/2024 11:49,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131491,Comunicado,41135,0,Instituição Cooperativa de Crédito e Economia com Interação Solidária - Cresol Aliança  Instituição Cooperativa de Crédito Centro-Leste - Sicredi Centro-Leste RS (CNPJ 88.471.024  ,0,2024-01-16T14:49:24Z,16/1/2024 11:49,182
Comunicado N° 41.127,15/1/2024 14:52,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131483,Comunicado,41127,0,"Instituição Cooperativa de Crédito Mútuo dos Empregados das Indústrias do Papel, Papelão e  Instituição Credisis - Central de Cooperativas de Crédito Ltda. (CNPJ 04.632.856  ",0,2024-01-15T17:52:10Z,15/1/2024 14:52,183
Comunicado N° 41.102,8/1/2024 09:23,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131458,Comunicado,41102,0,"Instituição Cooperativa de Crédito e Economia com Interação Solidária - Cresol Mais (CNPJ  Instituição Cooperativa de Crédito, Poupança e Investimento da Região Altos da Serra  ",0,2024-01-08T12:23:18Z,8/1/2024 09:23,184
Comunicado N° 41.083,2/1/2024 16:01,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131439,Comunicado,41083,0,Instituição Cooperativa de Crédito Mútuo dos Empregados da SKF e Coligadas (CNPJ  Instituição Cooperativa de Crédito de Livre Admissão do Vale do São Patrício Ltda. (CNPJ  ,0,2024-01-02T19:01:51Z,2/1/2024 16:01,185
Comunicado N° 41.071,28/12/2023 11:31,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131427,Comunicado,41071,0,"Instituição Cooperativa de Crédito dos Magistrados, Servidores da Justiça do Estado de  Instituição Cooperativa de Crédito Uniprime Sul Ltda. (CNPJ 01.572.667  ",0,2023-12-28T14:31:01Z,28/12/2023 11:31,186
Comunicado N° 41.062,26/12/2023 12:03,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131418,Comunicado,41062,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito e Investimento com Interação Solidária de Nova Mutum e  ,0,2023-12-26T15:03:39Z,26/12/2023 12:03,187
Resolução Conjunta N° 8,21/12/2023 18:02,"Dispõe sobre medidas de educação financeira a serem adotadas por instituições financeiras, instituições de pagamento e demais instituições autorizadas a funcionar pelo Banco Central do Brasil. ",SECRE,52204,Resolução Conjunta,8,0,"Dispõe sobre medidas de educação financeira a serem adotadas por instituições financeiras  trata
o caput seja unificada porI
- conglomerado; ouII
- sistema cooperativo de crédito  ",0,2023-12-21T21:02:00Z,21/12/2023 18:02,188
Resolução CMN N° 5.110,21/12/2023 18:00,"Define condições especiais para o financiamento de capital de giro destinado a cooperativas agropecuárias do setor leiteiro, no âmbito do Crédito de Investimento para Agregação de Renda (Pronaf Agroindústria) e do Programa de Capitalização de Cooperativas Agropecuárias (Procap-Agro).",MF,52201,Resolução CMN,5110,0,"de capital de giro destinado a cooperativas agropecuárias do setor leiteiro, no âmbito do Crédito de Investimento para Agregação de Renda (Pronaf  O texto vigente do MCR encontra-se  ",0,2023-12-21T21:00:00Z,21/12/2023 18:00,189
Instrução Normativa BCB N° 444,21/12/2023 13:31,"Altera a Instrução Normativa BCB nº 33, de 29 de outubro de 2020, que estabelece os procedimentos para a remessa do Documento 5050 (DRO – Demonstrativo de Risco Operacional) de que trata a Circular nº 3.979, de 30 de janeiro de 2020.
",DESIG,52199,Instrução Normativa BCB,444,0,"do Departamento de
Supervisão de Cooperativas e de Instituições não Bancárias (Desuc) e do  da
Resolução BCB nº 229, de 12 de maio de 2022, e de crédito imobiliário
residencial  ",0,2023-12-21T16:31:00Z,21/12/2023 13:31,190
Comunicado N° 41.051,21/12/2023 10:09,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131407,Comunicado,41051,0,"Instituição Cooperativa de Crédito, Poupança e Investimento União - Sicredi União RS/ES  Instituição Cooperativa de Crédito dos Magistrados do Estado do Rio de Janeiro Ltda  ",0,2023-12-21T13:09:29Z,21/12/2023 10:09,191
Instrução Normativa BCB N° 442,20/12/2023 15:05,"Altera as Instruções Normativas BCB ns. 268, 270, 271, 273 e 275, todas de 1º de abril de 2022, e a Instrução Normativa BCB nº 315, de 27 de outubro de 2022, para criar rubricas contábeis do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para registro de direitos creditórios oriundos de processos judiciais, bem como para linhas financeiras de liquidez.",DENOR,52197,Instrução Normativa BCB,442,0,"Altera as Instruções Normativas BCB ns. 268, 270, 271, 273 e 275, todas de 1º de abril de 2022, e a Instrução Normativa BCB nº 315, de 27 de outubro de 2022, para criar rubricas  ",0,2023-12-20T18:05:00Z,20/12/2023 15:05,192
Comunicado N° 41.033,18/12/2023 09:37,"
Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.",DEORF,131389,Comunicado,41033,0,Instituição Cooperativa de Crédito de Livre Admissão de Belo Horizonte e Cidades Polo do  Instituição Rapidium Sociedade de Crédito ao Microempreendedor e à Empresa de Pequeno  ,0,2023-12-18T12:37:41Z,18/12/2023 09:37,193
Comunicado N° 41.014,12/12/2023 14:54,"Comunica a liberação de funcionalidade para consulta às informações do Sistema de Controle de Remessa de Documentos (CRD), via WebService.",DESIG,131367,Comunicado,41014,0,"consultar as informações das cooperativas filiadas; e
 IV - As confederações de crédito podem consultar as informações das centrais e das cooperativas filiadas  ",0,2023-12-12T17:54:57Z,12/12/2023 14:54,194
Comunicado N° 41.011,12/12/2023 09:21,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131365,Comunicado,41011,0,Instituição Cooperativa de Crédito dos Metalúrgicos do ABC - CredABC (CNPJ 05.740.092  Instituição Cooperativa de Crédito Sicoob Engecred Ltda. (CNPJ 04.388.688  ,0,2023-12-12T12:21:15Z,12/12/2023 09:21,195
Comunicado N° 41.007,11/12/2023 08:48,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131362,Comunicado,41007,0,Instituição Cooperativa de Crédito CredSãoPaulo - Sicoob CredSãoPaulo (CNPJ 02.197.569  Instituição Sicoob Unisp - Cooperativa de Crédito (CNPJ 74.220.948  ,0,2023-12-11T11:48:59Z,11/12/2023 08:48,196
Comunicado N° 41.002,8/12/2023 10:37,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131357,Comunicado,41002,0,Instituição Sicoob Crediconsumo - Cooperativa de Crédito (CNPJ 47.074.323  Instituição Cooperativa de Crédito Sicoob Primavera - Sicoob Primavera (CNPJ 05.241.619  ,0,2023-12-08T13:37:23Z,8/12/2023 10:37,197
Comunicado N° 40.996,7/12/2023 09:27,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131349,Comunicado,40996,0,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou  Instituição Cooperativa de Crédito CooperMais - Sicoob CooperMais (CNPJ 31.804.966  ,0,2023-12-07T12:27:52Z,7/12/2023 09:27,198
Comunicado N° 40.987,5/12/2023 09:40,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131335,Comunicado,40987,0,Instituição Cooperativa de Economia e Crédito de Livre Admissão dos Empregados dos  Instituição Ser Finance Sociedade de Crédito Direto S.A. (CNPJ 47.873.449  ,0,2023-12-05T12:40:52Z,5/12/2023 09:40,199
Comunicado N° 40.984,4/12/2023 17:13,Divulga nome aprovado de pessoas eleitas/nomeadas para cargos de órgãos estatutários ou contratuais de sociedades autorizadas a funcionar pelo Banco Central do Brasil.,DEORF,131332,Comunicado,40984,0,Instituição Cooperativa de Crédito Unicred Ampla Ltda - Unicred Ampla (CNPJ 71.163.315  Instituição Cooperativa de Economia e Crédito Mútuo dos Membros do Ministério Público de  ,0,2023-12-04T20:13:40Z,4/12/2023 17:13,200
Instrução Normativa BCB N° 433,1/12/2023 21:22,"Define as rubricas contábeis do grupo Compensação Passiva do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.
",DENOR,52182,Instrução Normativa BCB,433,0,"00-0
INSTRUMENTOS FINANCEIROS RISCO DE CRÉDITO, segregado nas rubricas definidas no
Anexo  beneficiários, o valor
  das cartas de crédito de exportação confirmadas, no País, pela  ",0,2023-12-02T00:22:00Z,1/12/2023 21:22,201
Instrução Normativa BCB N° 432,1/12/2023 21:06,Define as rubricas contábeis do grupo Resultado Devedor do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.,DENOR,52181,Instrução Normativa BCB,432,0,Define as rubricas contábeis do grupo Resultado Devedor do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização  ,0,2023-12-02T00:06:00Z,1/12/2023 21:06,202
Instrução Normativa BCB N° 431,1/12/2023 20:43,"Define as rubricas contábeis do grupo Resultado Credor do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.
",DENOR,52180,Instrução Normativa BCB,431,0,"-3
   
  
  Rendas
  de Operações de Crédito
   
   
  
  -
   
   
  
 
  
  7.1.1.03.00  a fim de identificar
  as rendas sobre cada um dos fundos, programas ou linhas de crédito  ",0,2023-12-01T23:43:00Z,1/12/2023 20:43,203
Instrução Normativa BCB N° 430,1/12/2023 20:35,"Define as rubricas contábeis do grupo Patrimônio Líquido do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.
",DENOR,52179,Instrução Normativa BCB,430,0,Define as rubricas contábeis do grupo Patrimônio Líquido do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização  ,0,2023-12-01T23:35:00Z,1/12/2023 20:35,204
Instrução Normativa BCB N° 429,1/12/2023 20:28,"Define as rubricas contábeis do grupo Passivo Exigível do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.
",DENOR,52178,Instrução Normativa BCB,429,0,1.90.40.00-5 Devoluções em Operações de Crédito - PN UBDKIFJA CTSWRL MNZ -  4.1.1.90.50.00-2 Devoluções em Operações de Crédito - PJ UBDKIFJA CTSWRL MNZ -  4.1.1.90.99.00  ,0,2023-12-01T23:28:00Z,1/12/2023 20:28,205
Instrução Normativa BCB N° 428,1/12/2023 20:13,"Define as rubricas contábeis do grupo Compensação Ativa do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.
",DENOR,52177,Instrução Normativa BCB,428,0,"Define as rubricas contábeis do grupo Compensação Ativa do elenco de contas do Padrão  00-6 INSTRUMENTOS FINANCEIROS RISCO DE CRÉDITO, segregado nas rubricas definidas no Anexo  ",0,2023-12-01T23:13:00Z,1/12/2023 20:13,206
Instrução Normativa BCB N° 426,1/12/2023 19:06,"Define as rubricas contábeis do grupo Ativo Realizável do elenco de contas do Padrão Contábil das Instituições Reguladas pelo Banco Central do Brasil (Cosif) para utilização pelas instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil.
",DENOR,52175,Instrução Normativa BCB,426,0,"  ANEXOS DA INSTRUÇÃO NORMATIVA BCB Nº 426, DE 1º DE DEZEMBRO DE 2023 Anexo I Relação de Rubricas Contábeis do Subgrupo 1.1.0.00.00.00-2 DISPONIBILIDADES Código da Conta Nome da  ",0,2023-12-01T22:06:00Z,1/12/2023 19:06,207
